team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90
Real Betis Balompié Under 19,Real Betis U19,2023/2024,Spain,17,9,8,1705226400,13,6,7,3,3,0,1,0,1,2.47,2.33,2.63,0,3,2,2,51,12,39,63,28,35,22,29,6,6,16,23,30,37,25,127,134,120,8,4,4,8,5,3,1,0,1,13,8,5,93,53,40,29,15,14,55,55,53,281,159,122,138,76,62,143,83,60,0,0,0,26,15,11,5,1,4,21,14,7,10,6,4,4,3,1,2,0,2,2.13,2.33,1.86,3.71,3.11,4.38,3,2.44,3.63,0.71,0.67,0.75,1.94,1.78,2.14,1.63,1.67,1.57,0.31,0.11,0.57,17,14,10,8,7,4,9,8,4,3,2,1,8,6,6,5,5,3,0,3,7,9,10,13,0,1,5,6,7,8,0,2,2,3,3,5,100,82,59,47,41,24,100,89,44,33,22,11,100,75,75,63,63,38,0,18,41,53,59,76,0,11,56,67,78,89,0,25,25,37,37,62,12,7,5,6,3,2,6,4,3,75,44,31,67,33,22,86,57,43,76,67,88,-7,47,44,50,47,56,38,6,0,13,76,89,63,11,8,3,69,89,43,6,3,3,38,33,43,3,1,2,19,11,29,63,67,57,25,33,14,13,0,29,5.81,5.89,5.71,2.07,1.88,2.33,69,56,38,19,13,6,6,6,106,5,6,5,7,2,4,5,2,8,1,0,3,1,1,0,0,3,2
Matlama,Matlama,2023/2024,Lesotho,13,6,7,1705240800,10,6,4,2,0,2,1,0,1,2.46,3,2,2,2,2,2,18,7,11,25,13,12,10,8,3,4,7,4,65,54,79,167,180,158,7,3,4,5,3,2,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1.92,2.17,1.71,1.38,1.67,1.14,0.54,0.5,0.57,0,0,0,0,0,0,0,0,0,12,9,4,0,0,0,6,4,3,0,0,0,6,5,1,0,0,0,1,4,9,13,13,13,0,2,3,6,6,6,1,2,6,7,7,7,92,69,31,0,0,0,100,67,50,0,0,0,86,71,14,0,0,0,8,31,69,100,100,100,0,33,50,100,100,100,14,29,86,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,100,57,14,54,50,57,38,50,29,15,0,29,23,50,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwich City LFC,Norwich City,2023/2024,England,11,6,5,1705240800,8,4,4,3,2,1,0,0,0,2.45,2.33,2.6,0,2,3,2,33,11,22,44,26,18,19,14,7,4,12,10,30,28,32,90,77,113,2,1,1,9,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.33,3.6,3,3.17,2.8,1,1.17,0.8,0,0,0,0,0,0,0,0,0,11,11,8,6,4,3,6,6,4,4,3,2,5,5,4,2,1,1,0,0,3,5,7,8,0,0,2,2,3,4,0,0,1,3,4,4,100,100,73,55,36,27,100,100,67,67,50,33,100,100,80,40,20,20,0,0,27,45,64,73,0,0,33,33,50,67,0,0,20,60,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,67,80,-6,18,17,20,82,83,80,0,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC Cesena,Cesena,2023/2024,Italy,20,10,10,1705261500,15,8,7,4,2,2,1,0,1,2.45,2.6,2.3,0,1,1,1,45,13,32,58,33,25,26,19,7,6,19,13,40,35,47,138,129,150,10,5,5,10,5,5,0,0,0,17,9,8,101,53,48,10,6,4,50,49,50,260,161,99,130,75,55,130,86,44,238,103,135,22,10,12,5,2,3,17,8,9,13,6,7,6,4,2,1,0,1,2.25,2.2,2.3,2.9,3.3,2.5,2.25,2.6,1.9,0.65,0.7,0.6,1.35,1.2,1.5,1.1,1,1.2,0.25,0.2,0.3,20,16,12,7,1,1,10,8,7,5,1,1,10,8,5,2,0,0,0,4,8,13,19,19,0,2,3,5,9,9,0,2,5,8,10,10,100,80,60,35,5,5,100,80,70,50,10,10,100,80,50,20,0,0,0,20,40,65,95,95,0,20,30,50,90,90,0,20,50,80,100,100,16,9,2,7,4,1,9,5,1,80,45,10,70,40,10,90,50,10,75,80,70,4,50,50,50,50,50,50,0,0,0,85,90,80,16,8,8,80,80,80,5,3,2,25,30,20,3,2,1,15,20,10,65,60,70,30,40,20,5,0,10,5.05,5.30,4.80,0.71,0.86,0.57,60,55,45,35,25,15,5,0,70,7,5,2,7,2,5,6,7,4,0,1,2,1,2,1,3,1,2
SL Benfica,Benfica,2023/2024,Portugal,16,7,9,1705255200,12,5,7,3,2,1,1,0,1,2.44,2.43,2.44,2,3,1,2,31,10,21,41,17,24,14,17,3,7,11,10,46,45,48,143,209,115,9,4,5,7,3,4,1,0,1,13,5,8,108,66,42,36,16,20,61,64,58,211,119,92,108,62,46,103,57,46,171,84,87,13,5,8,1,1,0,12,4,8,9,3,6,6,3,3,1,1,0,2.06,1.71,2.33,2.56,2.43,2.67,1.94,2,1.89,0.63,0.43,0.78,0.88,0.86,0.89,0.81,0.71,0.89,0.06,0.14,0,15,12,8,4,2,0,7,6,3,1,0,0,8,6,5,3,2,0,1,4,8,12,14,16,0,1,4,6,7,7,1,3,4,6,7,9,94,75,50,25,13,0,100,86,43,14,0,0,89,67,56,33,22,0,6,25,50,75,87,100,0,14,57,86,100,100,11,33,44,67,78,100,10,3,1,4,1,1,6,2,0,63,19,6,57,14,14,67,22,0,75,71,78,18,56,57,56,44,43,44,6,0,11,81,71,89,15,6,9,94,86,100,7,4,3,44,57,33,0,0,0,0,0,0,56,43,67,38,43,33,6,14,0,6.75,9.43,4.67,2.25,2.29,2.22,75,63,63,56,44,31,25,13,38,3,3,1,4,4,2,2,4,8,0,0,0,0,1,3,1,1,4
CF Pozuelo de Alarcón Women,Pozuelo Alarcón W,2023/2024,Spain,14,7,7,1705246200,11,6,5,1,1,0,2,0,2,2.43,2.71,2.14,1,15,18,6,34,17,17,51,29,22,20,14,9,8,11,6,37,31,45,74,70,79,5,3,2,9,4,5,0,0,0,6,4,2,62,34,28,14,8,6,30,25,38,115,74,41,54,36,18,61,38,23,43,18,25,8,5,3,3,1,2,5,4,1,6,4,2,1,1,0,1,0,1,2.38,2.6,2,3.64,4.14,3.14,2.43,2.86,2,1.21,1.29,1.14,1.38,1.2,1.67,1,1,1,0.38,0.2,0.67,14,13,11,6,2,1,7,6,5,4,2,1,7,7,6,2,0,0,0,1,3,8,12,13,0,1,2,3,5,6,0,0,1,5,7,7,100,93,79,43,14,7,100,86,71,57,29,14,100,100,86,29,0,0,0,7,21,57,86,93,0,14,29,43,71,86,0,0,14,71,100,100,8,2,1,5,1,0,3,1,1,100,25,13,100,20,0,100,33,33,79,86,71,6,36,43,29,64,57,71,0,0,0,43,57,29,5,4,1,63,80,33,1,0,1,13,0,33,2,1,1,25,20,33,75,80,67,13,20,0,13,0,33,6.89,6.80,7.00,1.75,1.6,2.00,78,56,56,56,44,44,11,0,186,1,1,2,4,0,3,4,1,3,1,0,0,1,1,0,1,0,0
Amarante FC,Amarante,2023/2024,Portugal,14,8,6,1705244400,10,6,4,4,2,2,0,0,0,2.43,2.5,2.33,0,1,1,1,22,5,17,27,15,12,14,8,1,4,13,4,57,51,68,250,692,134,10,7,3,4,1,3,1,1,0,11,7,4,65,37,28,0,0,0,56,58,53,156,94,62,69,47,22,87,47,40,0,0,0,10,6,4,1,0,1,9,6,3,8,4,4,5,4,1,1,0,1,2.07,2,2.17,1.93,1.88,2,1.57,1.75,1.33,0.36,0.13,0.67,0.79,0.75,0.83,0.71,0.75,0.67,0.07,0,0.17,13,8,5,1,0,0,7,5,3,0,0,0,6,3,2,1,0,0,1,6,9,13,14,14,1,3,5,8,8,8,0,3,4,5,6,6,93,57,36,7,0,0,88,63,38,0,0,0,100,50,33,17,0,0,7,43,64,93,100,100,12,37,62,100,100,100,0,50,67,83,100,100,9,2,0,4,2,0,5,0,0,64,14,0,50,25,0,83,0,0,71,75,67,38,71,88,50,29,13,50,7,13,0,79,88,67,13,8,5,93,100,83,6,4,2,43,50,33,0,0,0,0,0,0,57,50,67,36,50,17,7,0,17,4.64,4.63,4.67,0,0,0.00,79,64,56,43,28,14,14,7,21,3,2,3,2,2,1,0,2,7,1,0,0,0,0,2,1,0,1
MC Alger,MC Alger,2023/2024,Algeria,12,7,5,1705255200,9,6,3,2,1,1,1,0,1,2.42,2.71,2,1,1,3,1,30,9,21,39,27,12,23,7,4,5,19,2,36,27,64,120,158,90,8,5,3,4,2,2,1,0,1,11,7,4,41,33,8,2,0,2,56,60,47,101,77,24,67,54,13,34,23,11,0,0,0,16,11,5,4,2,2,12,9,3,8,6,2,4,1,3,0,0,0,2.33,2.71,1.8,3.25,3.86,2.4,2.5,3.29,1.4,0.75,0.57,1,1.67,1.86,1.4,1.33,1.57,1,0.33,0.29,0.4,11,9,7,5,2,2,7,7,5,4,1,1,4,2,2,1,1,1,1,3,5,7,10,10,0,0,2,3,6,6,1,3,3,4,4,4,92,75,58,42,17,17,100,100,71,57,14,14,80,40,40,20,20,20,8,25,42,58,83,83,0,0,29,43,86,86,20,60,60,80,80,80,10,5,3,7,3,2,3,2,1,83,42,25,100,43,29,60,40,20,75,86,60,28,67,71,60,33,29,40,8,0,20,92,100,80,9,6,3,75,86,60,2,0,2,17,0,40,3,1,2,25,14,40,67,86,40,33,14,60,0,0,0,4.10,4.71,2.67,2,0,2.00,70,40,20,0,0,0,0,0,42,5,4,3,4,1,4,0,4,5,0,0,2,1,1,0,1,1,3
Olympiakos CFP Under 19,Olympiakos CFP U19,2023/2024,Greece,12,7,5,1705226400,9,5,4,2,1,1,1,1,0,2.42,2.29,2.6,2,3,2,2,30,12,18,42,26,16,19,11,7,5,12,6,36,33,41,90,90,90,3,2,1,9,5,4,0,0,0,9,5,4,78,38,40,0,0,0,54,56,52,133,72,61,73,45,28,60,27,33,0,0,0,10,5,5,3,1,2,7,4,3,4,2,2,6,3,3,0,0,0,1.8,1.8,1.8,3.5,3.71,3.2,2.5,2.71,2.2,1,1,1,1.3,1.2,1.4,1,1,1,0.3,0.2,0.4,12,11,10,5,2,2,7,6,5,4,2,2,5,5,5,1,0,0,0,1,2,7,10,10,0,1,2,3,5,5,0,0,0,4,5,5,100,92,83,42,17,17,100,86,71,57,29,29,100,100,100,20,0,0,0,8,17,58,83,83,0,14,29,43,71,71,0,0,0,80,100,100,7,5,1,3,2,1,4,3,0,70,50,10,60,40,20,80,60,0,75,71,80,0,25,29,20,75,71,80,0,0,0,75,71,80,7,4,3,70,80,60,3,2,1,30,40,20,3,1,2,30,20,40,40,40,40,60,60,60,0,0,0,7.80,7.60,8.00,0,0,0.00,100,90,80,70,60,40,30,20,142,2,3,2,1,4,5,4,2,2,1,1,0,1,0,0,3,1,1
Asteras Tripolis FC Under 19,Asteras Tripolis U19,2023/2024,Greece,12,6,6,1705226400,9,5,4,2,1,1,1,0,1,2.42,2.67,2.17,3,4,3,3,24,15,9,39,13,26,11,13,2,13,9,0,45,49,41,72,273,41,5,4,1,7,2,5,0,0,0,8,6,2,60,30,30,0,0,0,52,55,50,155,83,72,63,31,32,92,52,40,0,0,0,13,6,7,7,0,7,6,6,0,7,5,2,4,1,3,1,0,1,2.08,2.67,1.5,3.25,2.17,4.33,2,1.83,2.17,1.25,0.33,2.17,1.67,1,2.33,1.08,1,1.17,0.58,0,1.17,12,11,6,4,3,2,6,5,1,1,0,0,6,6,5,3,3,2,0,1,6,8,9,10,0,1,5,5,6,6,0,0,1,3,3,4,100,92,50,33,25,17,100,83,17,17,0,0,100,100,83,50,50,33,0,8,50,67,75,83,0,17,83,83,100,100,0,0,17,50,50,67,11,6,2,5,1,0,6,5,2,92,50,17,83,17,0,100,83,33,75,83,67,33,42,67,17,58,33,83,0,0,0,67,100,33,7,6,1,58,100,17,1,1,0,8,17,0,5,0,5,42,0,83,58,83,33,33,17,50,8,0,17,5.00,5.00,5.00,0,0,0.00,83,67,50,42,42,42,33,8,58,1,4,1,4,7,2,3,1,1,2,1,3,0,2,2,1,1,3
AS Avellino Under 19,Avellino U19,2023/2024,Italy,12,6,6,1705239000,9,5,4,2,1,1,1,0,1,2.42,2.67,2.17,0,2,5,2,30,14,16,44,24,20,18,12,6,8,12,4,36,30,45,77,90,68,5,3,2,6,3,3,1,0,1,5,4,1,24,7,17,0,0,0,59,58,59,58,38,20,33,22,11,25,16,9,0,0,0,3,2,1,3,2,1,0,0,0,1,0,1,3,3,0,1,0,1,1.2,1,1.5,3.67,4,3.33,2.5,3,2,1.17,1,1.33,1.2,1.33,1,0.6,0.67,0.5,0.6,0.67,0.5,12,8,6,6,4,3,6,5,3,3,2,2,6,3,3,3,2,1,0,4,6,6,8,9,0,1,3,3,4,4,0,3,3,3,4,5,100,67,50,50,33,25,100,83,50,50,33,33,100,50,50,50,33,17,0,33,50,50,67,75,0,17,50,50,67,67,0,50,50,50,67,83,3,1,1,1,1,1,2,0,0,60,20,20,33,33,33,100,0,0,75,83,67,18,42,50,33,50,50,50,8,0,17,42,67,17,3,2,1,60,67,50,3,2,1,60,67,50,1,1,0,20,33,0,20,0,50,60,100,0,20,0,50,4.80,2.33,8.50,0,0,0.00,100,40,40,20,20,20,20,20,200,0,1,0,1,1,1,2,4,1,1,0,1,1,0,0,0,1,2
CA Osasuna Under 19,Osasuna U19,2023/2024,Spain,15,8,7,1705230000,11,5,6,3,2,1,1,1,0,2.4,2.13,2.71,0,3,1,1,25,5,20,30,17,13,13,12,4,1,9,11,54,55,53,273,180,643,12,6,6,3,2,1,3,2,1,9,5,4,33,18,15,21,9,12,49,51,48,117,59,58,67,31,36,50,28,22,0,0,0,7,3,4,2,1,1,5,2,3,4,1,3,7,4,3,0,0,0,1.73,1.4,2,2,2.13,1.86,1.67,1.63,1.71,0.33,0.5,0.14,0.82,0.8,0.83,0.64,0.6,0.67,0.18,0.2,0.17,12,8,5,3,2,0,6,5,3,2,1,0,6,3,2,1,1,0,3,7,10,12,13,15,2,3,5,6,7,8,1,4,5,6,6,7,80,53,33,20,13,0,75,63,38,25,13,0,86,43,29,14,14,0,20,47,67,80,87,100,25,37,62,75,87,100,14,57,71,86,86,100,5,3,1,2,2,0,3,1,1,45,27,9,40,40,0,50,17,17,73,63,86,-27,80,75,86,20,25,14,20,25,14,60,63,57,9,4,5,82,80,83,6,3,3,55,60,50,2,1,1,18,20,17,36,20,50,64,80,50,0,0,0,4.13,6.00,3.00,2.63,3,2.40,88,75,50,50,38,25,13,13,87,2,1,1,3,1,1,0,2,6,0,0,2,0,0,0,0,0,1
UD Llanera,Llanera,2023/2024,Spain,15,8,7,1705230000,12,7,5,0,0,0,3,1,2,2.4,2.63,2.14,0,1,2,1,46,14,32,60,34,26,26,20,8,6,18,14,29,28,31,97,90,105,8,3,5,7,5,2,0,0,0,10,7,3,77,46,31,0,0,0,51,51,49,213,146,67,106,77,29,107,69,38,0,0,0,19,15,4,6,5,1,13,10,3,10,7,3,1,0,1,1,1,0,2.58,2.63,2.5,4,4.25,3.71,3.07,3.25,2.86,0.93,1,0.86,2.08,2.5,1.25,1.58,1.88,1,0.5,0.63,0.25,15,14,12,9,6,3,8,8,7,6,3,2,7,6,5,3,3,1,0,1,3,6,9,12,0,0,1,2,5,6,0,1,2,4,4,6,100,93,80,60,40,20,100,100,88,75,38,25,100,86,71,43,43,14,0,7,20,40,60,80,0,0,12,25,62,75,0,14,29,57,57,86,12,6,4,8,5,4,4,1,0,100,50,33,100,63,50,100,25,0,80,88,71,-1,53,38,71,47,63,29,0,0,0,67,88,43,9,6,3,75,75,75,0,0,0,0,0,0,3,2,1,25,25,25,83,88,75,8,0,25,8,13,0,6.42,5.75,7.75,0,0,0.00,75,75,67,57,42,33,33,17,153,3,2,3,3,9,3,4,4,6,1,1,0,2,2,0,2,2,2
CD Ibiza Islas Pitiusas,Ibiza Islas Pitiusas,2023/2024,Spain,15,8,7,1705230000,11,7,4,3,1,2,1,0,1,2.4,2.75,2,0,1,5,1,24,6,18,30,14,16,13,11,1,5,12,6,56,55,57,225,692,127,10,7,3,5,1,4,2,1,1,11,7,4,42,20,22,0,0,0,55,62,50,75,49,26,29,16,13,46,33,13,0,0,0,4,3,1,1,0,1,3,3,0,4,3,1,9,5,4,1,0,1,1.5,1.75,1.17,2,1.75,2.29,1.6,1.63,1.57,0.4,0.13,0.71,0.36,0.38,0.33,0.29,0.38,0.17,0.07,0,0.17,13,9,6,1,1,0,7,4,3,0,0,0,6,5,3,1,1,0,2,6,9,14,14,15,1,4,5,8,8,8,1,2,4,6,6,7,87,60,40,7,7,0,88,50,38,0,0,0,86,71,43,14,14,0,13,40,60,93,93,100,12,50,62,100,100,100,14,29,57,86,86,100,5,0,0,3,0,0,2,0,0,36,0,0,38,0,0,33,0,0,73,88,57,35,67,88,43,33,13,57,13,13,14,73,88,57,13,8,5,93,100,83,10,5,5,71,63,83,0,0,0,0,0,0,29,38,17,64,63,67,7,0,17,6.00,6.67,5.50,0,0,0.00,56,56,56,43,43,14,14,14,60,1,0,1,1,2,3,2,4,6,0,1,0,0,1,0,1,1,1
Burnley FC Women,Burnley W,2023/2024,England,10,5,5,1705240800,7,4,3,3,1,2,0,0,0,2.4,2.6,2.2,0,3,3,2,25,8,17,33,19,14,14,11,5,3,9,8,36,32,41,113,90,150,4,1,3,6,4,2,2,0,2,3,2,1,30,20,10,0,0,0,58,58,59,114,58,56,55,32,23,59,26,33,0,0,0,4,3,1,2,2,0,2,1,1,2,1,1,2,0,2,0,0,0,2,3,1.67,3.3,3.8,2.8,2.5,2.8,2.2,0.8,1,0.6,1.5,5,0.33,1,3,0.33,0.5,2,0,8,8,6,5,4,2,5,5,3,3,2,1,3,3,3,2,2,1,2,2,4,5,6,8,0,0,2,2,3,4,2,2,2,3,3,4,80,80,60,50,40,20,100,100,60,60,40,20,60,60,60,40,40,20,20,20,40,50,60,80,0,0,40,40,60,80,40,40,40,60,60,80,2,1,1,1,1,1,1,0,0,50,25,25,100,100,100,33,0,0,70,80,60,-7,40,20,60,60,80,40,20,0,40,30,40,20,3,0,3,75,0,100,2,0,2,50,0,67,1,1,0,25,100,0,50,100,33,50,0,67,0,0,0,6.00,6.67,5.00,0,0,0.00,80,60,60,60,40,40,20,0,220,0,1,1,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0
OFI FC Women,OFI W,2023/2024,Greece,10,5,5,1705230000,8,3,5,0,0,0,2,2,0,2.4,1.8,3,0,5,2,3,20,8,12,28,10,18,6,14,4,4,2,10,45,75,32,113,113,113,4,2,2,4,1,3,2,2,0,3,2,1,51,29,22,0,0,0,51,50,52,93,38,55,50,23,27,43,15,28,0,0,0,7,2,5,6,3,3,1,-1,2,2,0,2,4,3,1,1,1,0,1.43,0.75,2.33,2.8,2,3.6,2,1.2,2.8,0.8,0.8,0.8,1.86,1.25,2.67,1,0.5,1.67,0.86,0.75,1,10,6,5,5,2,0,5,2,1,1,1,0,5,4,4,4,1,0,0,4,5,5,8,10,0,3,4,4,4,5,0,1,1,1,4,5,100,60,50,50,20,0,100,40,20,20,20,0,100,80,80,80,20,0,0,40,50,50,80,100,0,60,80,80,80,100,0,20,20,20,80,100,5,4,3,2,1,1,3,3,2,71,57,43,50,25,25,100,100,67,80,60,100,0,40,40,40,40,20,60,20,40,0,30,40,20,2,2,0,29,50,0,3,3,0,43,75,0,4,1,3,57,25,100,29,0,67,57,75,33,14,25,0,5.67,5.80,5.50,0,0,0.00,89,78,56,44,44,44,22,22,80,1,1,1,2,4,0,2,0,2,1,2,1,0,2,0,0,0,2
Real Club Celta de Vigo Under 19,Celta de Vigo U19,2023/2024,Spain,15,8,7,1705232700,11,6,5,3,2,1,1,0,1,2.4,2.5,2.29,0,3,2,2,40,9,31,49,28,21,23,17,5,4,18,13,34,31,37,150,143,158,8,4,4,7,4,3,0,0,0,11,7,4,69,40,29,11,7,4,53,52,56,219,135,84,98,64,34,121,71,50,0,0,0,12,7,5,3,3,0,9,4,5,6,3,3,5,4,1,0,0,0,2.09,1.86,2.5,3.27,3.5,3,2.67,2.88,2.43,0.6,0.63,0.57,1.36,1.43,1.25,1.09,1,1.25,0.27,0.43,0,15,13,11,8,2,0,8,8,7,5,0,0,7,5,4,3,2,0,0,2,4,7,13,15,0,0,1,3,8,8,0,2,3,4,5,7,100,87,73,53,13,0,100,100,88,63,0,0,100,71,57,43,29,0,0,13,27,47,87,100,0,0,12,37,100,100,0,29,43,57,71,100,9,6,0,6,4,0,3,2,0,82,55,0,86,57,0,75,50,0,73,75,71,2,53,50,57,47,50,43,0,0,0,73,88,57,8,4,4,73,57,100,2,1,1,18,14,25,3,3,0,27,43,0,55,43,75,45,57,25,0,0,0,5.75,5.00,7.25,1.38,1.4,1.33,67,50,42,42,33,33,25,8,153,1,4,2,3,4,6,4,4,2,0,1,0,1,1,1,1,1,0
